순번(No),시설물명,시설물구분,시설물종류,종별,관리주체구분,항목명,위치
420,용마지하차도,터널,지하차도,2종,민간,"형식 : 박스형 / 연장 : 383.0 m, 차로수 : 4",서울특별시 중랑구
421,중랑IC1지하차도,터널,지하차도,2종,민간,"형식 : 박스형 / 연장 : 140.0 m, 차로수 : 1",서울특별시 중랑구
422,고이지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 141.0 m, 차로수 : 4",세종특별자치시
423,나릿재지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 635.0 m, 차로수 : 2",세종특별자치시
424,너래지하차도(지하차도-3),터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 600.0 m, 차로수 : 2",세종특별자치시
425,대평지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 164.0 m, 차로수 : 4",세종특별자치시
426,미르지하차도(지하차도-8),터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 434.5 m, 차로수 : 2",세종특별자치시
427,보람지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 159.0 m, 차로수 : 4",세종특별자치시
428,사름지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 365.0 m, 차로수 : 2",세종특별자치시
429,새나루지하차도(외곽순환지하차도),터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 218.0 m, 차로수 : 4",세종특별자치시
430,새롬지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 350.0 m, 차로수 : 2",세종특별자치시
431,선샘지하차도(지하차도-4),터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 505.0 m, 차로수 : 2",세종특별자치시
432,성금지하차도,터널,지하차도,2종,공공,"형식 : U-TYPE+RC1련BOX / 연장 : 300.0 m, 차로수 : 2",세종특별자치시
433,수루배지하차도(BRT지하차도),터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 255.0 m, 차로수 : 2",세종특별자치시
434,아름지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 370.0 m, 차로수 : 2",세종특별자치시
435,어진지하차도,터널,지하차도,2종,공공,"형식 : U-TYPE+BOX / 연장 : 202.0 m, 차로수 : 4",세종특별자치시
436,오롯지하차도(외곽순환지하차도),터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 157.0 m, 차로수 : 4",세종특별자치시
437,집현지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 171.4 m, 차로수 : 4",세종특별자치시
438,호려울지하차도(BRT지하차도),터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 279.7 m, 차로수 : 2",세종특별자치시
439,삼산지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 270.0 m, 차로수 : 2",울산광역시 남구
440,삼호지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 130.0 m, 차로수 : 2",울산광역시 남구
441,옥현지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 180.0 m, 차로수 : 4",울산광역시 남구
442,예전개방형BOX,터널,지하차도,2종,민간,"형식 : 개방형 BOX / 연장 : 163.0 m, 차로수 : 2",울산광역시 동구
443,명촌본선지하차도,터널,지하차도,2종,공공,"형식 : 미등록 / 연장 : 106.0 m, 차로수 : 4",울산광역시 북구
444,상방지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 430.0 m, 차로수 : 4",울산광역시 북구
445,화봉지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 235.0 m, 차로수 : 4",울산광역시 북구
446,반천산단진입도로 지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 100.0 m, 차로수 : 4",울산광역시 울주군
447,처용지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 140.0 m, 차로수 : 4",울산광역시 울주군
448,동천 지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 280.0 m, 차로수 : 4",울산광역시 중구
449,명정지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 455.0 m, 차로수 : 4",울산광역시 중구
450,우정지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 274.0 m, 차로수 : 2",울산광역시 중구
451,중구청 지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 470.0 m, 차로수 : 4",울산광역시 중구
452,계양지하차도,터널,지하차도,2종,공공,"형식 : 라멘형 / 연장 : 230.0 m, 차로수 : 4",인천광역시 계양구
453,임학지하차도,터널,지하차도,2종,공공,"형식 : 라멘형 / 연장 : 320.0 m, 차로수 : 4",인천광역시 계양구
454,간석지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 140.0 m, 차로수 : 4",인천광역시 남동구
455,고잔지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 200.0 m, 차로수 : 6",인천광역시 남동구
456,인천대공원앞 지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 140.0 m, 차로수 : 4",인천광역시 남동구
457,해안지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 200.0 m, 차로수 : 6",인천광역시 남동구
458,고속종점지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 190.0 m, 차로수 : 4",인천광역시 미추홀구
459,석암지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 208.0 m, 차로수 : 4",인천광역시 미추홀구
460,굴포천역지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 180.0 m, 차로수 : 4",인천광역시 부평구
461,북인천지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 140.0 m, 차로수 : 4",인천광역시 서구
462,석남지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 380.0 m, 차로수 : 2",인천광역시 서구
463,연희지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 355.0 m, 차로수 : 4",인천광역시 서구
464,왕길지하차도,터널,지하차도,2종,공공,"형식 : 미등록 / 연장 : 140.0 m, 차로수 : 4",인천광역시 서구
465,청라지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 610.0 m, 차로수 : 4",인천광역시 서구
466,호수공원 1 지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 485.0 m, 차로수 : 6",인천광역시 서구
467,호수공원 2 지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 485.0 m, 차로수 : 6",인천광역시 서구
468,동춘지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 210.0 m, 차로수 : 6",인천광역시 연수구
469,선학지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 240.0 m, 차로수 : 6",인천광역시 연수구
470,송도지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 200.0 m, 차로수 : 6",인천광역시 연수구
471,옹암지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 250.0 m, 차로수 : 4",인천광역시 연수구
472,용담지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 296.0 m, 차로수 : 2",인천광역시 연수구
473,청학지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 474.0 m, 차로수 : 4",인천광역시 연수구
474,IBC-2 지하차도(북),터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 113.0 m, 차로수 : 2",인천광역시 중구
475,그린나래지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 280.0 m, 차로수 : 6",인천광역시 중구
476,버스승강장 지하차도,터널,지하차도,2종,공공,"형식 : RC BOX / 연장 : 150.0 m, 차로수 : 2",인천광역시 중구
477,삼목선착장지하차도,터널,지하차도,2종,공공,"형식 : U-Type, Box-Type / 연장 : 280.0 m, 차로수 : 2",인천광역시 중구
478,용유지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 109.0 m, 차로수 : 3",인천광역시 중구
479,푸른나래지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 310.0 m, 차로수 : 6",인천광역시 중구
480,항공단지 지하차도(남),터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 105.0 m, 차로수 : 2",인천광역시 중구
481,해찬나래지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 256.0 m, 차로수 : 6",인천광역시 중구
482,화물터미널 지하차도 직반송로,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 332.4 m, 차로수 : 4",인천광역시 중구
483,용정지하차도,터널,지하차도,2종,공공,"형식 : 미등록 / 연장 : 300.0 m, 차로수 : 1",전라남도 고흥군
484,우치고개지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 200.0 m, 차로수 : 4",전라남도 곡성군
485,정산지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 110.0 m, 차로수 : 4",전라남도 광양시
486,석창지하차도,터널,지하차도,2종,공공,"형식 : 미등록 / 연장 : 160.0 m, 차로수 : 4",전라남도 여수시
487,엑스포지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 100.0 m, 차로수 : 4",전라남도 여수시
488,장성 지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 233.0 m, 차로수 : 2",전라남도 장성군
489,월곡지하차도,터널,지하차도,2종,공공,"형식 : 라멘형 / 연장 : 120.0 m, 차로수 : 4",전라북도 고창군
490,예술의전당 지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 460.0 m, 차로수 : 4",전라북도 군산시
491,서흥지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 120.0 m, 차로수 : 4",전라북도 김제시
492,다송1지하도(상),터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 130.0 m, 차로수 : 2",전라북도 익산시
493,숭림사생태통로,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 170.0 m, 차로수 : 2",전라북도 익산시
494,중앙지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 499.0 m, 차로수 : 4",전라북도 익산시
495,하나로 지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 172.0 m, 차로수 : 4",전라북도 익산시
496,싸리재지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 280.0 m, 차로수 : 5",전라북도 장수군
497,27호광장 지하차도,터널,지하차도,2종,공공,"형식 : 미등록 / 연장 : 460.0 m, 차로수 : 2",전라북도 전주시
498,대학로지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 325.0 m, 차로수 : 4",전라북도 전주시
499,안덕원지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 435.0 m, 차로수 : 4",전라북도 전주시
500,월드컵지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 140.0 m, 차로수 : 4",전라북도 전주시
501,정읍지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 402.0 m, 차로수 : 4",전라북도 정읍시
502,정주지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 240.0 m, 차로수 : 6",전라북도 정읍시
503,2냉연 물류운송용 지하차도,터널,지하차도,2종,민간,"형식 : 박스형 / 연장 : 315.0 m, 차로수 : 2",충청남도 당진시
504,가곡지하차도,터널,지하차도,2종,공공,"형식 : 미등록 / 연장 : 120.0 m, 차로수 : 4",충청남도 당진시
505,고대지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 440.0 m, 차로수 : 4",충청남도 당진시
506,동곡지하차도,터널,지하차도,2종,공공,"형식 : 미등록 / 연장 : 120.0 m, 차로수 : 4",충청남도 당진시
507,군도6호선 지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 350.0 m, 차로수 : 2",충청남도 서천군
508,세교지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 438.5 m, 차로수 : 6",충청남도 아산시
509,송용지하차도,터널,지하차도,2종,공공,"형식 : 직사각형 / 연장 : 145.0 m, 차로수 : 6",충청남도 아산시
510,장재지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 430.0 m, 차로수 : 8",충청남도 아산시
511,나들목 지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 355.1 m, 차로수 : 4",충청남도 천안시
512,두정지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 170.0 m, 차로수 : 4",충청남도 천안시
513,번영로지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 140.0 m, 차로수 : 4",충청남도 천안시
514,성성지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 300.0 m, 차로수 : 3",충청남도 천안시
515,직산지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 130.0 m, 차로수 : 4",충청남도 천안시
516,단양지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 120.0 m, 차로수 : 4",충청북도 단양군
517,고명지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 168.0 m, 차로수 : 4",충청북도 제천시
518,궁평2지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 430.0 m, 차로수 : 4",충청북도 청주시
519,오송바이오폴리스지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 455.0 m, 차로수 : 6",충청북도 청주시
520,오창지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 260.0 m, 차로수 : 4",충청북도 청주시
521,용암지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 470.0 m, 차로수 : 4",충청북도 청주시
522,터미널 지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 480.0 m, 차로수 : 4",충청북도 청주시
523,학평지하차도,터널,지하차도,2종,공공,"형식 : 박스형 / 연장 : 155.0 m, 차로수 : 4",충청북도 청주시
524,입암지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 45.0 m, 차로수 : 2",강원특별자치도 강릉시
525,교동지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 70.0 m, 차로수 : 4",강원특별자치도 속초시
526,능곡지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 96.0 m, 차로수 : 6",경기도 고양시
527,동골지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 70.0 m, 차로수 : 2",경기도 고양시
528,성사주교지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 82.0 m, 차로수 : 2",경기도 고양시
529,식사 지하차도,터널,지하차도,3종,공공,-,경기도 고양시
530,안곡습지 생태통로,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 36.0 m, 차로수 : 2",경기도 고양시
531,장항지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 99.0 m, 차로수 : 6",경기도 고양시
532,화전역지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 276.0 m, 차로수 : 2",경기도 고양시
533,화전지하차도(항공대),터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 214.0 m, 차로수 : 4",경기도 고양시
534,가학삼거리 통로BOX,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 25.0 m, 차로수 : 1",경기도 광명시
535,광명IC지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 35.0 m, 차로수 : 4",경기도 광명시
536,구석마을 통로BOX,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 40.0 m, 차로수 : 1",경기도 광명시
537,뒷골1 통로BOX,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 32.0 m, 차로수 : 1",경기도 광명시
538,뒷골2 통로BOX,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 31.0 m, 차로수 : 1",경기도 광명시
539,뒷골3 통로BOX,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 35.0 m, 차로수 : 1",경기도 광명시
540,식곡1통로박스,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 33.0 m, 차로수 : 1",경기도 광명시
541,식곡2 통로박스,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 30.0 m, 차로수 : 1",경기도 광명시
542,식곡3통로박스,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 35.5 m, 차로수 : 1",경기도 광명시
543,애기능 통로박스,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 55.0 m, 차로수 : 1",경기도 광명시
544,양지교차로 통로BOX(오리로),터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 42.7 m, 차로수 : 1",경기도 광명시
545,양지교차로2 통로BOX,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 50.2 m, 차로수 : 1",경기도 광명시
546,옥길 통로박스,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 21.0 m, 차로수 : 1",경기도 광명시
547,이주단지 앞 통로BOX,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 30.0 m, 차로수 : 1",경기도 광명시
548,철산지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 90.0 m, 차로수 : 4",경기도 광명시
549,밀목지하보행로,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 30.0 m, 차로수 : 1",경기도 광주시
550,당동 지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 89.0 m, 차로수 : 2",경기도 군포시
551,삼패동물이동통로,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 46.0 m, 차로수 : 4",경기도 남양주시
552,양정역 철도통로,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 90.0 m, 차로수 : 2",경기도 남양주시
553,중촌1지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 10.0 m, 차로수 : 1",경기도 남양주시
554,중촌2지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 30.0 m, 차로수 : 1",경기도 남양주시
555,평내지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 70.0 m, 차로수 : 4",경기도 남양주시
556,소명지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 266.0 m, 차로수 : 2",경기도 부천시
557,역곡지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 37.6 m, 차로수 : 2",경기도 부천시
558,오정휴먼시아 지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 50.0 m, 차로수 : 2",경기도 부천시
559,계원지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 22.4 m, 차로수 : 1",경기도 성남시
560,구미지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 35.4 m, 차로수 : 1",경기도 성남시
561,금곡지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 46.5 m, 차로수 : 1",경기도 성남시
562,내정지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 39.4 m, 차로수 : 1",경기도 성남시
563,두밀지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 50.6 m, 차로수 : 2",경기도 성남시
564,미금지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 52.1 m, 차로수 : 1",경기도 성남시
565,백궁지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 45.8 m, 차로수 : 1",경기도 성남시
566,벌말지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 85.0 m, 차로수 : 3",경기도 성남시
567,분당지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 39.8 m, 차로수 : 1",경기도 성남시
568,불정지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 63.9 m, 차로수 : 1",경기도 성남시
569,서당지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 50.8 m, 차로수 : 1",경기도 성남시
570,서현지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 84.0 m, 차로수 : 6",경기도 성남시
571,송현지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 85.0 m, 차로수 : 4",경기도 성남시
572,수내지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 18.6 m, 차로수 : 1",경기도 성남시
573,숲풍지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 68.0 m, 차로수 : 4",경기도 성남시
574,안말지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 26.0 m, 차로수 : 4",경기도 성남시
575,야생화지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 48.8 m, 차로수 : 1",경기도 성남시
576,여수지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 67.3 m, 차로수 : 2",경기도 성남시
577,이매1지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 29.3 m, 차로수 : 1",경기도 성남시
578,이매2지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 33.1 m, 차로수 : 1",경기도 성남시
579,이매지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 49.4 m, 차로수 : 1",경기도 성남시
580,정든지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 26.0 m, 차로수 : 1",경기도 성남시
581,정자지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 39.1 m, 차로수 : 1",경기도 성남시
582,중원지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 23.7 m, 차로수 : 2",경기도 성남시
583,초림지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 83.0 m, 차로수 : 6",경기도 성남시
584,탄천1지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 58.1 m, 차로수 : 1",경기도 성남시
585,탄천2지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 32.6 m, 차로수 : 1",경기도 성남시
586,탄천3지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 32.6 m, 차로수 : 1",경기도 성남시
587,탄천4지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 35.3 m, 차로수 : 1",경기도 성남시
588,탄천5지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 44.1 m, 차로수 : 1",경기도 성남시
589,탑마을지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 30.5 m, 차로수 : 1",경기도 성남시
590,태원지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 53.1 m, 차로수 : 1",경기도 성남시
591,태평지하차도(1),터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 80.0 m, 차로수 : 6",경기도 성남시
592,태평지하차도(2),터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 80.0 m, 차로수 : 6",경기도 성남시
593,하탑지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 53.5 m, 차로수 : 1",경기도 성남시
594,황새울지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 51.8 m, 차로수 : 1",경기도 성남시
595,고향의봄길지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 40.0 m, 차로수 : 2",경기도 수원시
596,당암지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 188.0 m, 차로수 : 4",경기도 수원시
597,대황교지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 382.0 m, 차로수 : 4",경기도 수원시
598,매원지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 30.0 m, 차로수 : 9",경기도 수원시
599,밤꽃마을지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 270.0 m, 차로수 : 2",경기도 수원시
600,벽적골지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 46.5 m, 차로수 : 2",경기도 수원시
601,비상활주로지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 95.0 m, 차로수 : 1",경기도 수원시
602,살구골지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 39.0 m, 차로수 : 2",경기도 수원시
603,새터지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 94.3 m, 차로수 : 2",경기도 수원시
604,세평지하차도,터널,지하차도,3종,공공,-,경기도 수원시
605,쑥고개지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 32.0 m, 차로수 : 2",경기도 수원시
606,영생지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 42.0 m, 차로수 : 2",경기도 수원시
607,웃거리지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 32.0 m, 차로수 : 1",경기도 수원시
608,율전지하도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 37.3 m, 차로수 : 2",경기도 수원시
609,이목지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 140.0 m, 차로수 : 4",경기도 수원시
610,일월지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 46.8 m, 차로수 : 1",경기도 수원시
611,탑동지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 700.0 m, 차로수 : 4",경기도 수원시
612,태장지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 50.0 m, 차로수 : 2",경기도 수원시
613,하유지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 96.0 m, 차로수 : 2",경기도 수원시
614,화산지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 50.0 m, 차로수 : 4",경기도 수원시
615,논곡지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 20.0 m, 차로수 : 2",경기도 시흥시
616,능곡지하차도,터널,지하차도,3종,공공,"형식 : 라멘형 / 연장 : 70.0 m, 차로수 : 4",경기도 시흥시
617,도창지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 20.0 m, 차로수 : 2",경기도 시흥시
618,목감IC 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 430.0 m, 차로수 : 4",경기도 시흥시
619,안산역 지하차도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 372.0 m, 차로수 : 4",경기도 안산시
620,팔곡지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 80.0 m, 차로수 : 2",경기도 안산시
621,고은지하차도,터널,지하차도,3종,공공,"형식 : RC BOX / 연장 : 31.0 m, 차로수 : 2",경기도 안성시
622,관악역 앞 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 55.0 m, 차로수 : 2",경기도 안양시
623,뉴코아백화점 앞 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 46.0 m, 차로수 : 1",경기도 안양시
624,대림대학교 앞 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 46.0 m, 차로수 : 1",경기도 안양시
625,만안초교 앞 지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 30.9 m, 차로수 : 2",경기도 안양시
626,명학지하차도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 55.0 m, 차로수 : 2",경기도 안양시
627,부림중학교 앞 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 48.8 m, 차로수 : 1",경기도 안양시
628,비산주유소 앞 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 46.0 m, 차로수 : 1",경기도 안양시
629,서안양우체국사거리 지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 31.5 m, 차로수 : 2",경기도 안양시
630,석수동대림(아) 앞 지하보도,터널,지하차도,3종,공공,"형식 : 박스형 / 연장 : 51.5 m, 차로수 : 2",경기도 안양시
631,시청 앞 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 46.0 m, 차로수 : 1",경기도 안양시
632,신기중학교 앞 지하보도,터널,지하차도,3종,공공,"형식 : 미등록 / 연장 : 89.8 m, 차로수 : 1",경기도 안양시
